id,carat,cut,price,color,clarity
A46156,0.74,Very Good,2684,F,SI1
A46157,2.12,Ideal,14503,J,SI1
A46158,0.91,Premium,4128,H,VS2
A46159,0.31,Ideal,544,G,VS2
A46160,0.31,Ideal,802,F,VS2
A46161,1.19,Ideal,4914,H,SI2
A46162,0.3,Good,351,J,SI1
A46163,1.55,Premium,15966,F,VS1
A46164,0.34,Ideal,596,G,VS2
A46165,2.01,Premium,13572,J,VS2
A46166,2.2,Premium,12747,H,SI2
A46167,0.91,Ideal,3299,J,VS2
A46168,0.52,Premium,2012,G,VVS2
A46169,0.7,Ideal,2475,E,SI2
A46170,0.9,Ideal,3881,F,SI2
A46171,0.53,Ideal,2051,G,VVS2
A46172,1.55,Premium,8866,I,SI1
A46173,1.54,Ideal,7848,I,VS2
A46174,0.44,Ideal,1073,E,VS2
A46175,0.58,Very Good,1090,J,VS2
A46176,0.62,Ideal,1441,F,SI2
A46177,0.71,Very Good,2515,G,VS2
A46178,0.75,Very Good,2734,F,SI1
A46179,1.02,Premium,3496,G,SI2
A46180,1.27,Ideal,9431,G,VS1
A46181,0.24,Very Good,571,E,SI1
A46182,1.22,Ideal,8213,G,VS2
A46183,1,Premium,6451,G,VS2
A46184,1.53,Very Good,13248,G,VS2
A46185,2,Premium,13420,G,SI2
A46186,0.24,Good,499,E,VVS1
A46187,0.8,Very Good,2914,F,SI1
A46188,1.01,Ideal,4875,E,SI2
A46189,0.3,Good,394,F,SI2
A46190,1.09,Good,3424,G,SI2
A46191,1.53,Premium,7608,H,SI1
A46192,0.5,Ideal,1410,E,SI1
A46193,0.77,Premium,2391,G,SI2
A46194,0.56,Premium,1723,D,SI1
A46195,0.28,Ideal,650,G,VVS1
A46196,0.28,Ideal,646,E,VVS2
A46197,1.04,Ideal,9169,F,VVS2
A46198,2.15,Ideal,18470,H,SI1
A46199,0.45,Ideal,1013,I,VS2
A46200,0.57,Ideal,1949,E,VS2
A46201,1.57,Ideal,7385,I,SI2
A46202,0.9,Ideal,4523,D,SI1
A46203,0.28,Very Good,787,F,IF
A46204,0.5,Very Good,1048,I,SI1
A46205,1.23,Ideal,3168,H,I1
A46206,0.9,Very Good,3643,J,VS1
A46207,0.53,Ideal,1659,D,VS2
A46208,0.71,Ideal,2265,I,VS2
A46209,1.22,Ideal,5329,I,SI1
A46210,0.51,Premium,1781,E,VS2
A46211,0.39,Very Good,1232,D,VVS2
A46212,0.42,Premium,1068,H,VVS1
A46213,0.31,Ideal,914,F,IF
A46214,1.33,Ideal,7526,I,SI1
A46215,1.6,Ideal,9681,J,VS2
A46216,0.72,Very Good,1788,J,SI2
A46217,1.01,Very Good,6406,G,VS2
A46218,0.51,Premium,1758,E,VS1
A46219,0.3,Very Good,710,D,VS2
A46220,1.23,Ideal,9759,F,VS2
A46221,0.35,Ideal,522,D,SI2
A46222,1.01,Very Good,4858,I,VS1
A46223,2.12,Premium,7508,G,I1
A46224,0.4,Very Good,895,F,VS1
A46225,1.5,Good,7368,J,VS2
A46226,0.51,Premium,1953,F,VVS2
A46227,0.32,Ideal,842,G,VVS1
A46228,0.6,Good,2065,E,VS1
A46229,0.61,Premium,1752,H,VVS2
A46230,1.04,Very Good,6915,D,VS1
A46231,0.32,Ideal,828,F,VS2
A46232,0.41,Ideal,1582,D,VVS1
A46233,1.54,Ideal,11333,G,SI1
A46234,0.28,Ideal,612,E,VVS2
A46235,1.01,Ideal,4044,E,SI2
A46236,1.51,Premium,12948,G,VS1
A46237,0.58,Very Good,1401,F,SI1
A46238,1.01,Good,5538,G,VS2
A46239,0.7,Very Good,2409,F,SI1
A46240,0.75,Ideal,3081,F,VS2
A46241,0.35,Ideal,910,D,VVS2
A46242,0.9,Fair,3276,E,VS1
A46243,1.02,Premium,4633,G,SI1
A46244,0.72,Ideal,3478,G,VS1
A46245,0.32,Very Good,461,H,SI1
A46246,0.5,Ideal,2160,F,VVS2
A46247,0.7,Ideal,1971,J,VS2
A46248,0.71,Premium,2822,D,SI1
A46249,0.44,Ideal,1235,D,VS1
A46250,1,Premium,4626,D,SI2
A46251,0.23,Very Good,458,D,VVS2
A46252,0.33,Ideal,666,F,VS2
A46253,0.24,Very Good,538,F,VVS2
A46254,0.96,Good,4535,H,VS1
A46255,0.31,Ideal,698,G,VS2
A46256,0.71,Ideal,2511,G,VS2
A46257,0.71,Very Good,1841,J,SI1
A46258,0.38,Premium,700,I,VS1
A46259,1.05,Very Good,5197,G,SI1
A46260,0.7,Very Good,2765,E,VS2
A46261,0.43,Ideal,1094,E,VS1
A46262,1,Good,4200,H,SI1
A46263,0.52,Ideal,1720,D,SI1
A46264,0.42,Ideal,823,H,VVS2
A46265,1.04,Ideal,4659,I,SI1
A46266,0.7,Premium,1940,J,VS2
A46267,0.9,Very Good,3449,E,SI2
A46268,0.9,Fair,3205,D,SI2
A46269,1,Fair,3472,H,SI2
A46270,0.51,Ideal,1920,H,IF
A46271,2.38,Premium,12364,J,SI1
A46272,0.31,Ideal,778,G,VVS1
A46273,0.42,Ideal,1179,G,VVS1
A46274,1.82,Very Good,11971,G,SI2
A46275,0.9,Very Good,3997,D,SI1
A46276,1.08,Premium,5908,E,SI1
A46277,0.91,Premium,4459,G,VS1
A46278,0.33,Ideal,781,D,VS2
A46279,0.67,Fair,1436,I,VS2
A46280,0.7,Fair,2415,H,VS1
A46281,0.4,Ideal,1239,G,IF
A46282,0.9,Ideal,5222,H,VS1
A46283,0.5,Premium,1838,G,VVS2
A46284,0.5,Premium,1125,F,SI2
A46285,0.7,Very Good,2967,E,VS1
A46286,1.06,Ideal,7255,G,VS2
A46287,0.3,Ideal,486,H,VS2
A46288,0.32,Ideal,758,D,VS2
A46289,0.59,Ideal,3026,E,VVS2
A46290,0.31,Good,531,G,VS2
A46291,1.6,Very Good,10346,I,VS2
A46292,0.54,Ideal,1817,D,VS2
A46293,1.51,Very Good,13500,G,VVS2
A46294,2.1,Premium,16112,G,SI2
A46295,1.03,Very Good,6848,D,VS1
A46296,0.7,Very Good,2386,E,SI1
A46297,0.3,Ideal,729,E,VS1
A46298,0.31,Premium,558,H,SI1
A46299,1.2,Ideal,8596,G,VS1
A46300,0.46,Ideal,952,I,VS2
A46301,0.5,Very Good,1354,G,VS2
A46302,1.01,Premium,3999,H,SI2
A46303,1.53,Very Good,9391,H,SI2
A46304,1.03,Premium,4078,H,SI2
A46305,1.11,Ideal,7917,G,VS1
A46306,0.31,Ideal,840,F,VVS1
A46307,0.29,Very Good,731,F,VVS1
A46308,0.26,Ideal,724,E,VVS2
A46309,0.34,Ideal,956,G,VVS1
A46310,0.5,Fair,1196,E,SI1
A46311,1,Very Good,6927,F,VS2
A46312,1,Good,6352,F,VS2
A46313,2.42,Premium,17168,J,VS2
A46314,0.9,Ideal,3175,J,VS1
A46315,1.5,Very Good,6115,I,SI2
A46316,0.52,Ideal,1266,G,SI1
A46317,0.36,Premium,689,D,SI2
A46318,0.24,Good,399,F,VS1
A46319,0.9,Very Good,3526,E,SI2
A46320,0.76,Very Good,2579,G,SI1
A46321,0.7,Ideal,2633,E,VS2
A46322,1.02,Very Good,4796,H,SI1
A46323,0.32,Ideal,1080,G,VVS1
A46324,0.7,Premium,2234,F,SI2
A46325,0.5,Ideal,1436,F,VS2
A46326,0.5,Premium,1323,F,VS2
A46327,0.7,Ideal,2942,F,VS2
A46328,0.25,Ideal,582,G,VVS1
A46329,0.57,Ideal,1815,G,VS1
A46330,0.32,Good,589,D,SI1
A46331,0.72,Premium,1991,I,VS2
A46332,1,Fair,4312,F,VS2
A46333,0.32,Ideal,720,E,SI1
A46334,1.01,Good,5986,D,VS2
A46335,1.19,Very Good,6526,F,SI1
A46336,0.4,Very Good,795,G,SI1
A46337,1.72,Premium,13609,H,VS2
A46338,0.57,Ideal,1819,E,VS2
A46339,0.55,Ideal,1605,G,SI1
A46340,0.74,Very Good,1978,J,VS2
A46341,0.9,Very Good,5102,E,VS1
A46342,0.59,Premium,1769,F,VS2
A46343,0.81,Fair,3323,G,VVS2
A46344,1.01,Very Good,4749,I,SI1
A46345,0.92,Premium,4168,D,SI2
A46346,1.52,Fair,6905,I,SI2
A46347,0.77,Ideal,3169,F,SI1
A46348,0.57,Ideal,1359,D,SI2
A46349,2.6,Premium,17209,J,SI2
A46350,0.9,Premium,3936,F,SI1
A46351,0.39,Very Good,787,G,VS2
A46352,1.01,Good,5147,D,SI1
A46353,0.5,Very Good,1404,F,VS2
A46354,0.63,Good,1767,H,VS1
A46355,1.19,Ideal,12776,F,VVS1
A46356,0.51,Premium,2341,F,VVS1
A46357,0.4,Ideal,1085,F,VVS2
A46358,1.21,Ideal,4377,F,I1
A46359,1.18,Ideal,11104,E,VS1
A46360,0.4,Ideal,1125,E,VS1
A46361,0.24,Ideal,449,H,VVS1
A46362,1.33,Good,5251,J,VS2
A46363,0.52,Premium,2153,G,VVS1
A46364,1.03,Ideal,3634,F,I1
A46365,0.7,Good,2239,E,SI1
A46366,0.72,Very Good,2889,G,VVS2
A46367,0.79,Premium,2199,J,SI1
A46368,0.7,Premium,2354,F,SI1
A46369,0.5,Ideal,1035,H,SI1
A46370,0.51,Ideal,2812,F,VVS1
A46371,0.71,Premium,2735,E,VS2
A46372,0.36,Ideal,851,D,SI1
A46373,0.51,Fair,1052,F,SI1
A46374,1.07,Premium,4597,F,SI1
A46375,1.01,Very Good,6787,E,VS2
A46376,0.73,Very Good,3442,F,VVS2
A46377,1.16,Ideal,6084,H,SI1
A46378,1.07,Very Good,5661,J,VVS2
A46379,0.43,Ideal,1016,E,SI1
A46380,0.99,Fair,3593,H,VS2
A46381,0.7,Ideal,2596,F,SI1
A46382,1,Very Good,7945,G,VVS1
A46383,1.21,Ideal,17353,E,IF
A46384,0.53,Ideal,1412,H,VS2
A46385,0.72,Ideal,2961,H,VS1
A46386,0.3,Fair,729,F,VS2
A46387,0.51,Very Good,1569,D,SI1
A46388,0.56,Ideal,2357,G,VVS2
A46389,1.5,Fair,6250,H,SI2
A46390,1.22,Good,8533,G,VS2
A46391,1.01,Premium,5260,H,VS2
A46392,0.35,Premium,630,H,SI1
A46393,0.9,Good,4655,F,VS2
A46394,1,Premium,5174,D,VS2
A46395,0.78,Very Good,4904,E,VVS1
A46396,1.23,Premium,8971,G,VVS2
A46397,0.29,Good,504,F,VS1
A46398,0.3,Ideal,665,H,VVS1
A46399,0.91,Ideal,4673,G,SI1
A46400,0.9,Ideal,4884,G,VS2
A46401,1,Premium,5606,F,VS2
A46402,1.75,Ideal,7276,H,I1
A46403,1.5,Very Good,9118,I,VS2
A46404,0.6,Ideal,2171,E,VS1
A46405,2.08,Good,14084,I,SI2
A46406,0.3,Premium,658,E,VS2
A46407,1.12,Ideal,6143,I,SI1
A46408,1.06,Ideal,11195,F,IF
A46409,0.4,Ideal,1092,E,VS2
A46410,0.41,Ideal,1121,G,VS1
A46411,1,Premium,6048,G,VS2
A46412,0.33,Ideal,579,G,VS2
A46413,1.2,Premium,4250,G,SI2
A46414,1.31,Premium,7277,H,VS2
A46415,0.84,Ideal,3201,I,VS1
A46416,0.5,Ideal,1239,D,SI2
A46417,0.32,Ideal,561,E,SI1
A46418,0.74,Premium,3036,D,SI1
A46419,1.22,Good,4612,J,SI1
A46420,0.41,Ideal,1439,F,IF
A46421,0.33,Ideal,925,G,IF
A46422,1.21,Premium,6261,E,SI1
A46423,0.38,Very Good,581,I,SI1
A46424,0.4,Ideal,758,J,IF
A46425,0.24,Ideal,678,E,VVS1
A46426,1.6,Premium,16215,G,VVS2
A46427,0.5,Very Good,1891,F,VVS2
A46428,0.51,Ideal,1443,G,VS2
A46429,1.7,Very Good,15259,G,VS2
A46430,1.02,Very Good,4884,H,SI1
A46431,1.02,Ideal,6479,F,VS2
A46432,0.7,Very Good,2952,E,VS2
A46433,0.3,Premium,844,F,VS1
A46434,0.72,Premium,1858,I,SI1
A46435,0.3,Premium,658,E,VS2
A46436,0.9,Good,3114,H,SI2
A46437,0.74,Ideal,3462,G,VVS2
A46438,0.35,Very Good,788,H,VS1
A46439,0.82,Very Good,2232,G,SI2
A46440,1.61,Ideal,9439,I,SI1
A46441,1.31,Ideal,8611,I,VS1
A46442,0.53,Premium,1631,D,SI1
A46443,0.32,Ideal,432,I,SI1
A46444,1.01,Ideal,7229,F,VS2
A46445,2,Premium,12388,G,SI2
A46446,1.01,Very Good,3885,I,SI2
A46447,1.01,Premium,6330,F,VS2
A46448,0.91,Very Good,3195,F,SI1
A46449,0.91,Good,3747,I,VS2
A46450,1.25,Premium,5166,I,SI2
A46451,0.72,Premium,2829,F,VS1
A46452,0.7,Ideal,2283,E,SI2
A46453,0.32,Very Good,616,F,VS1
A46454,0.3,Ideal,694,F,VVS2
A46455,0.31,Premium,465,J,SI1
A46456,0.32,Very Good,533,F,SI1
A46457,0.41,Ideal,1076,G,VVS2
A46458,0.82,Very Good,3282,E,SI1
A46459,0.32,Ideal,828,F,VS2
A46460,0.72,Premium,1785,J,SI1
A46461,0.39,Very Good,971,E,VVS2
A46462,1.11,Premium,7832,F,VS1
A46463,0.85,Ideal,2659,H,SI2
A46464,0.3,Premium,911,D,VS2
A46465,0.3,Ideal,950,D,VVS2
A46466,1.03,Ideal,4759,H,SI1
A46467,1.52,Premium,11105,H,VS2
A46468,0.55,Very Good,1838,G,VVS1
A46469,0.71,Premium,2317,D,SI2
A46470,1.01,Premium,4434,E,SI2
A46471,0.62,Ideal,2869,G,IF
A46472,0.46,Very Good,1345,E,VS2
A46473,0.41,Good,1298,E,VVS1
A46474,1,Very Good,6283,F,VS2
A46475,0.32,Ideal,708,H,VVS1
A46476,1.2,Premium,5645,I,VS2
A46477,0.53,Ideal,1908,F,VS1
A46478,1.03,Ideal,4391,G,SI2
A46479,1.23,Ideal,6005,G,SI2
A46480,0.59,Ideal,1789,E,SI1
A46481,0.26,Very Good,401,F,SI1
A46482,0.41,Ideal,1076,F,VS1
A46483,1,Fair,4077,E,SI2
A46484,1.27,Ideal,9489,G,VS2
A46485,1.06,Ideal,5748,I,VS2
A46486,1.01,Fair,5294,G,VS2
A46487,1.13,Premium,3734,I,SI2
A46488,1.21,Ideal,9026,G,VS1
A46489,1.5,Fair,10080,E,SI2
A46490,0.9,Very Good,3581,G,SI2
A46491,0.54,Good,1644,D,VS2
A46492,1.23,Premium,5521,I,VS2
A46493,1,Good,6194,H,VVS2
A46494,1,Premium,4469,H,SI1
A46495,0.35,Very Good,771,D,VS1
A46496,0.4,Ideal,890,F,VS1
A46497,0.52,Very Good,1847,D,VS2
A46498,0.71,Ideal,3342,E,VS2
A46499,1.52,Premium,13606,G,VS2
A46500,0.59,Ideal,2125,G,VVS2
A46501,0.38,Very Good,975,H,VVS1
A46502,1.07,Very Good,4340,G,SI2
A46503,0.32,Premium,773,H,VVS2
A46504,0.9,Premium,2732,H,SI2
A46505,2.05,Premium,9850,I,SI2
A46506,0.91,Fair,2996,F,SI2
A46507,1.14,Premium,3950,D,I1
A46508,0.55,Ideal,2268,F,VVS2
A46509,0.33,Ideal,1021,D,VVS2
A46510,1.71,Ideal,14292,H,VS2
A46511,0.73,Very Good,3182,D,VS2
A46512,1.14,Ideal,5650,D,SI2
A46513,1.24,Premium,6257,I,VS2
A46514,0.34,Premium,880,F,VS2
A46515,0.8,Very Good,4893,E,VVS2
A46516,0.54,Ideal,2231,F,VVS2
A46517,1.06,Ideal,5577,I,VS1
A46518,0.36,Ideal,947,H,IF
A46519,0.66,Ideal,3915,D,VVS2
A46520,0.5,Good,1339,F,VS2
A46521,0.5,Premium,1699,E,VS2
A46522,0.36,Premium,600,F,SI1
A46523,0.64,Very Good,2060,G,VS1
A46524,1.2,Very Good,5665,G,SI1
A46525,0.37,Very Good,681,D,SI1
A46526,1.2,Very Good,4838,I,SI1
A46527,0.37,Ideal,839,F,VVS2
A46528,0.4,Ideal,931,G,VVS2
A46529,0.28,Ideal,553,G,VVS2
A46530,0.31,Very Good,490,G,SI1
A46531,0.32,Ideal,1080,G,VVS1
A46532,0.7,Ideal,3261,F,VS1
A46533,1.35,Very Good,6088,H,SI2
A46534,0.56,Ideal,1819,E,VS2
A46535,1.21,Very Good,8505,F,VS2
A46536,1.02,Ideal,4457,F,SI2
A46537,0.42,Ideal,958,E,VS2
A46538,0.9,Good,4381,D,SI1
A46539,1.74,Ideal,12361,D,SI2
A46540,1.03,Ideal,4095,E,SI2
A46541,0.73,Premium,2190,F,SI1
A46542,1.2,Very Good,4455,I,SI2
A46543,1,Ideal,3528,J,SI2
A46544,0.75,Premium,2573,F,SI1
A46545,0.3,Ideal,475,H,SI1
A46546,1.03,Very Good,5353,G,SI1
A46547,0.72,Ideal,3759,F,VS1
A46548,1.22,Premium,6217,I,VS2
A46549,1.51,Premium,9682,I,VS2
A46550,0.29,Ideal,420,G,SI1
A46551,1,Fair,3767,D,SI2
A46552,0.9,Premium,4062,F,SI1
A46553,0.41,Premium,683,D,SI2
A46554,0.52,Ideal,1577,H,VS1
A46555,0.3,Premium,675,E,SI1
A46556,0.57,Ideal,1963,D,VS2
A46557,2.04,Premium,9905,G,I1
A46558,0.7,Very Good,2264,F,SI1
A46559,1,Ideal,4939,F,SI1
A46560,0.7,Good,4407,D,VVS1
A46561,0.9,Very Good,4432,H,VVS2
A46562,0.53,Ideal,1229,E,SI2
A46563,2.01,Ideal,12606,I,SI1
A46564,0.39,Ideal,698,I,VS2
A46565,1.08,Very Good,9168,D,VS1
A46566,0.3,Ideal,710,D,VS2
A46567,0.32,Very Good,589,D,SI1
A46568,0.33,Very Good,499,J,VVS2
A46569,0.29,Ideal,673,G,IF
A46570,0.37,Ideal,957,F,VS2
A46571,1.1,Ideal,5082,E,SI2
A46572,1.07,Premium,6730,G,VS1
A46573,0.43,Ideal,807,D,SI1
A46574,0.23,Very Good,402,F,VS2
A46575,1.18,Very Good,7093,D,SI1
A46576,0.34,Good,628,H,SI1
A46577,0.34,Ideal,628,G,VS2
A46578,1.11,Ideal,4709,H,SI2
A46579,0.38,Very Good,866,E,VS2
A46580,1.01,Ideal,4119,H,SI2
A46581,0.7,Fair,2399,F,VS1
A46582,0.4,Premium,982,F,VS1
A46583,0.63,Ideal,3749,F,IF
A46584,1.13,Ideal,11115,E,VVS2
A46585,1.7,Very Good,11133,H,VVS2
A46586,0.71,Very Good,2921,E,VS2
A46587,1.5,Ideal,10692,H,VS2
A46588,1.12,Premium,5055,H,VS1
A46589,1.52,Good,9129,I,SI1
A46590,1.06,Very Good,11815,D,VVS1
A46591,0.23,Ideal,530,F,VVS2
A46592,1.26,Ideal,7824,F,SI1
A46593,0.32,Premium,828,F,VS2
A46594,1,Very Good,7504,F,VS1
A46595,1,Very Good,6382,F,VS2
A46596,1,Very Good,4620,F,SI1
A46597,0.31,Premium,625,F,VS2
A46598,0.83,Premium,3557,F,VS2
A46599,0.92,Very Good,3873,F,SI2
A46600,0.41,Premium,999,E,VS2
A46601,0.29,Ideal,464,H,VS1
A46602,0.56,Premium,953,F,I1
A46603,0.31,Ideal,587,G,VS1
A46604,0.36,Premium,446,F,SI2
A46605,1.01,Good,3512,G,SI2
A46606,0.51,Fair,3920,F,VVS2
A46607,1.7,Fair,5617,D,I1
A46608,0.4,Premium,945,E,SI1
A46609,0.3,Ideal,675,H,VS1
A46610,1.07,Very Good,6262,H,VS1
A46611,0.36,Ideal,789,E,VS2
A46612,1.04,Premium,5311,H,SI1
A46613,0.71,Good,2320,F,VS2
A46614,0.85,Good,2372,J,VS1
A46615,0.41,Premium,969,F,SI1
A46616,0.3,Ideal,499,F,SI1
A46617,1.5,Good,3696,I,I1
A46618,0.33,Ideal,675,I,IF
A46619,1.51,Ideal,10781,E,SI2
A46620,0.39,Very Good,793,E,VS2
A46621,0.71,Ideal,2346,F,SI1
A46622,1.03,Ideal,8608,G,VVS1
A46623,1.23,Very Good,10004,G,VVS2
A46624,1,Very Good,3360,I,SI1
A46625,1.1,Ideal,6534,G,VS2
A46626,1.03,Ideal,6610,D,SI1
A46627,2.33,Very Good,14801,J,VS2
A46628,0.77,Ideal,3189,E,SI1
A46629,0.77,Premium,2889,F,VS2
A46630,0.33,Ideal,631,D,SI2
A46631,0.77,Good,2005,E,SI2
A46632,1.04,Ideal,7655,G,VS1
A46633,0.35,Ideal,517,G,SI2
A46634,1.01,Premium,4072,D,SI2
A46635,0.39,Ideal,1123,E,VS1
A46636,1.12,Ideal,4798,G,SI2
A46637,1.15,Premium,8018,F,VS1
A46638,0.28,Ideal,828,F,IF
A46639,0.3,Very Good,574,D,SI2
A46640,0.54,Very Good,1662,D,SI1
A46641,1.12,Very Good,3017,G,I1
A46642,0.4,Good,687,E,SI1
A46643,0.43,Very Good,858,D,SI2
A46644,0.52,Ideal,1576,E,VS2
A46645,0.52,Ideal,1803,G,VS1
A46646,1.03,Very Good,4503,F,SI2
A46647,0.42,Very Good,1247,E,VS1
A46648,0.9,Very Good,3997,D,SI1
A46649,0.33,Ideal,946,G,IF
A46650,1.02,Ideal,10967,D,VVS2
A46651,1.62,Premium,9526,E,SI2
A46652,1.52,Premium,6086,H,SI2
A46653,0.91,Very Good,4370,H,VS1
A46654,0.33,Ideal,666,F,VS2
A46655,0.3,Premium,526,E,SI1
A46656,2.01,Ideal,17983,H,VS1
A46657,0.61,Ideal,2544,G,VVS1
A46658,0.5,Ideal,1601,F,VS1
A46659,0.9,Good,4193,D,SI1
A46660,0.9,Very Good,3512,G,SI1
A46661,0.5,Premium,1935,G,VVS2
A46662,0.93,Very Good,4033,I,VS1
A46663,0.4,Very Good,693,E,VS2
A46664,1.01,Ideal,4921,E,SI2
A46665,1,Very Good,7146,D,VS2
A46666,0.31,Ideal,734,D,VS2
A46667,0.32,Ideal,708,G,VVS2
A46668,0.5,Very Good,1624,E,VS2
A46669,0.5,Good,963,J,VS2
A46670,0.72,Ideal,1832,J,VS1
A46671,0.36,Premium,905,F,VS2
A46672,1.16,Ideal,10082,G,IF
A46673,2,Good,18023,H,VS2
A46674,0.3,Ideal,630,J,VS2
A46675,1.5,Ideal,12009,G,SI1
A46676,0.4,Ideal,1078,D,VVS2
A46677,0.43,Premium,792,E,SI1
A46678,1.1,Ideal,7453,F,VS2
A46679,1.01,Very Good,5619,D,SI1
A46680,0.32,Very Good,421,F,SI2
A46681,1,Very Good,5914,E,VS1
A46682,0.52,Premium,1244,F,SI1
A46683,0.3,Ideal,454,H,VS2
A46684,1,Very Good,4851,F,SI1
A46685,0.38,Ideal,1026,F,VS2
A46686,0.7,Good,2782,E,VS1
A46687,0.32,Premium,504,J,VS2
A46688,0.72,Ideal,2688,E,SI1
A46689,1.21,Premium,10706,D,VS1
A46690,0.53,Ideal,1678,H,VS1
A46691,0.41,Very Good,863,F,VS2
A46692,0.31,Ideal,924,G,IF
A46693,1.5,Good,10428,G,SI1
A46694,1.11,Good,6088,D,SI1
A46695,0.41,Very Good,991,H,VVS1
A46696,1.01,Good,3737,E,SI2
A46697,1.22,Ideal,9166,G,VS1
A46698,0.54,Ideal,1307,F,SI1
A46699,1.58,Premium,10428,I,VS1
A46700,1.17,Ideal,5892,I,VS1
A46701,0.52,Premium,1577,E,SI1
A46702,2.19,Very Good,14819,I,SI1
A46703,1,Very Good,3789,F,SI2
A46704,0.51,Ideal,973,G,SI2
A46705,1.12,Very Good,5966,D,SI1
A46706,0.7,Ideal,2670,G,VS1
A46707,1.13,Very Good,4661,H,SI2
A46708,0.71,Ideal,3701,F,VS1
A46709,1.11,Ideal,9261,G,VS1
A46710,2.01,Good,17497,I,VS2
A46711,0.72,Good,2361,E,SI1
A46712,1.6,Premium,9032,J,VS1
A46713,0.9,Fair,3145,G,SI1
A46714,1,Ideal,7056,F,VS1
A46715,0.32,Ideal,461,G,SI1
A46716,1,Very Good,6352,F,VS2
A46717,1.02,Premium,5593,G,VS2
A46718,1.15,Premium,7032,G,VS1
A46719,0.51,Ideal,913,I,SI2
A46720,1.51,Very Good,9467,I,VS1
A46721,0.52,Very Good,1860,D,VS1
A46722,0.53,Ideal,1142,F,SI2
A46723,0.78,Ideal,2652,I,VS2
A46724,1,Very Good,6937,D,VS2
A46725,0.72,Premium,3951,E,IF
A46726,0.3,Ideal,709,I,VVS1
A46727,1.03,Ideal,5491,E,SI2
A46728,1.2,Good,5310,G,SI2
A46729,2.19,Ideal,18475,H,SI1
A46730,2.17,Fair,6817,G,I1
A46731,0.71,Very Good,2207,H,SI1
A46732,0.28,Ideal,586,G,VVS2
A46733,1.3,Premium,9216,G,VS2
A46734,2.13,Premium,12753,H,SI2
A46735,0.38,Premium,933,F,VS1
A46736,0.41,Ideal,1187,E,VVS2
A46737,1.23,Ideal,12848,D,VVS2
A46738,1.26,Ideal,4742,J,SI2
A46739,0.58,Ideal,1657,F,VS2
A46740,0.7,Very Good,3068,E,VS1
A46741,0.36,Ideal,1053,G,VVS1
A46742,2.29,Premium,17539,H,VS2
A46743,0.31,Ideal,516,E,SI1
A46744,1.01,Very Good,5000,I,SI2
A46745,0.91,Premium,4045,G,SI1
A46746,0.32,Ideal,864,E,VVS2
A46747,0.41,Premium,1076,F,VS1
A46748,0.27,Ideal,799,E,VVS2
A46749,0.3,Very Good,743,E,VVS2
A46750,0.56,Very Good,1963,D,VS2
A46751,0.31,Ideal,680,E,VS2
A46752,0.39,Very Good,661,H,VS2
A46753,0.9,Premium,4562,E,VS2
A46754,0.71,Premium,2249,D,SI1
A46755,0.61,Ideal,2147,D,VS2
A46756,0.8,Very Good,2487,H,SI2
A46757,1.01,Good,4899,F,SI1
A46758,0.91,Premium,2475,I,SI1
A46759,2.54,Very Good,16353,H,SI2
A46760,1.58,Ideal,14495,F,SI1
A46761,2.26,Ideal,17312,H,SI2
A46762,1.5,Premium,11863,D,SI1
A46763,1.01,Premium,3971,I,SI2
A46764,0.27,Very Good,682,F,VVS2
A46765,1.01,Ideal,4916,D,SI2
A46766,1.83,Very Good,18358,G,VS2
A46767,0.33,Ideal,594,H,SI1
A46768,1.08,Ideal,5625,H,VS2
A46769,1,Premium,10046,D,VVS2
A46770,1.58,Premium,9290,F,SI2
A46771,0.33,Premium,854,G,VS1
A46772,1.47,Very Good,8663,H,SI1
A46773,1.51,Premium,14465,F,VS2
A46774,0.31,Ideal,408,G,SI2
A46775,1.07,Premium,5055,H,SI1
A46776,1.01,Ideal,4458,F,SI2
A46777,1.29,Ideal,9273,H,VS1
A46778,0.41,Very Good,755,E,SI1
A46779,0.52,Very Good,974,I,SI2
A46780,2.01,Fair,12450,G,SI2
A46781,0.76,Premium,2227,H,SI1
A46782,0.76,Ideal,3671,G,VVS1
A46783,1.2,Premium,6494,G,SI1
A46784,1.08,Ideal,7295,G,VS2
A46785,1.07,Ideal,7198,G,VS1
A46786,0.33,Good,984,G,IF
A46787,0.3,Premium,844,E,VS2
A46788,0.39,Premium,951,E,VS2
A46789,0.36,Premium,810,H,VS1
A46790,1.2,Very Good,2850,H,I1
A46791,2.01,Good,12423,H,SI2
A46792,1.14,Premium,4972,D,SI2
A46793,1.52,Very Good,10150,G,SI1
A46794,0.41,Premium,961,G,VS1
A46795,1.2,Ideal,8414,G,VS2
A46796,1.52,Premium,16779,E,VS1
A46797,0.55,Very Good,2585,D,VVS2
A46798,1.58,Premium,13132,G,VS2
A46799,0.32,Ideal,864,I,IF
A46800,2.43,Ideal,17856,I,SI2
A46801,0.9,Ideal,4871,H,VS2
A46802,1.02,Good,4398,E,SI2
A46803,0.35,Premium,788,H,VS1
A46804,0.71,Premium,2633,F,SI1
A46805,1.21,Ideal,5653,J,VS2
A46806,0.7,Good,2083,H,VS2
A46807,0.37,Premium,957,H,VVS2
A46808,1.21,Premium,5353,I,SI1
A46809,1.07,Premium,6779,G,VS2
A46810,0.36,Ideal,803,F,VS1
A46811,1.76,Premium,16879,G,VS2
