"id","basket_value","recency_days","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
3225,1.7,63,"pickled vegetables","canned fish","soda","bottled beer","chewing gum","candles",,,,,,,,,,,,,,,,,,,,,,,,,,
3226,4.9,37,"frankfurter","sausage","packaged fruit/vegetables","condensed milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,3.2,50,"berries","butter milk","yogurt","pet care","soda","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,
3230,3.1,27,"specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,4.9,46,"sausage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,2.2,58,"butter milk","rolls/buns","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,7.9,10,"frankfurter","onions","herbs","other vegetables","yogurt","whipped/sour cream","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,
3235,1.4,10,"bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,1.6,71,"pork","root vegetables","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,1.7,59,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,1.5,61,"yogurt","beverages","fruit/vegetable juice","detergent","cleaner",,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,1.2,5,"pork","whole milk","sliced cheese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,14.3,3,"tropical fruit","berries","other vegetables","whole milk","yogurt","whipped/sour cream","frozen vegetables","coffee","bottled water","soda","salty snack","long life bakery product","specialty bar",,,,,,,,,,,,,,,,,,,
3243,12.7,14,"organic sausage","whole milk","yogurt","soft cheese","cream cheese ","fruit/vegetable juice","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3244,4,49,"ham","other vegetables","whole milk","butter","yogurt","flour","oil","spices",,,,,,,,,,,,,,,,,,,,,,,,
3245,6.6,5,"sausage","hamburger meat","berries","UHT-milk","cat food","soda","salty snack","napkins",,,,,,,,,,,,,,,,,,,,,,,,
3246,5.3,73,"whole milk","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,5.1,47,"whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,2.8,27,"pork","other vegetables","yogurt","white bread","bottled beer","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3250,4.5,29,"UHT-milk","bottled water","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,3.1,27,"specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,4.9,49,"sausage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,3.1,44,"specialty chocolate","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,10,13,"whole milk","butter","curd","yogurt","whipped/sour cream","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,
3257,4.4,45,"whole milk","yogurt","soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,5.5,66,"pip fruit","root vegetables","butter","UHT-milk","rolls/buns","coffee","soda","bottled beer","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,
3259,1.7,66,"frozen meals","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,4.2,32,"frankfurter","other vegetables","whole milk","spread cheese","sugar","soda","bottled beer","house keeping products",,,,,,,,,,,,,,,,,,,,,,,,
3261,7,21,"pip fruit","onions","other vegetables","whole milk","butter","soft cheese","domestic eggs","white bread","margarine","cocoa drinks","bottled water","fruit/vegetable juice","chocolate",,,,,,,,,,,,,,,,,,,
3262,5.3,65,"rolls/buns","rice","canned fish","cocoa drinks","bottled beer","red/blush wine","waffles","chocolate",,,,,,,,,,,,,,,,,,,,,,,,
3263,16.6,73,"sausage","ham","other vegetables","whole milk","curd","cream cheese ","processed cheese","frozen potato products","pastry",,,,,,,,,,,,,,,,,,,,,,,
3264,4.8,42,"pet care","instant coffee","soda","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,1.3,8,"other vegetables","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,1.4,10,"herbs","bottled water","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,4.6,49,"pip fruit","root vegetables","other vegetables","dessert","domestic eggs","margarine","cereals","soda","candles",,,,,,,,,,,,,,,,,,,,,,,
3270,5.2,73,"citrus fruit","soft cheese","domestic eggs","pastry","oil","baking powder","pickled vegetables","dog food","coffee",,,,,,,,,,,,,,,,,,,,,,,
3271,15.1,14,"sausage","meat","chicken","pip fruit","whole milk","dessert","whipped/sour cream","processed cheese","domestic eggs","rolls/buns","white bread","pickled vegetables","soda","fruit/vegetable juice","salty snack","long life bakery product","waffles","pot plants",,,,,,,,,,,,,,
3272,10.4,12,"frankfurter","whipped/sour cream","condensed milk","rolls/buns","bottled water","soda","bottled beer","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,
3275,4.4,46,"other vegetables","frozen potato products","coffee","salty snack","specialty chocolate","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3276,1.7,72,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,1.7,74,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,4.1,73,"pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,7.2,73,"ham","frozen potato products","white bread","pastry","cat food","bottled water","soda","candy","sound storage medium","shopping bags",,,,,,,,,,,,,,,,,,,,,,
3280,1.1,2,"frankfurter","citrus fruit","canned vegetables","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,4.8,48,"soda","specialty chocolate","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,1.2,5,"whole milk","UHT-milk","domestic eggs","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,4.1,31,"root vegetables","other vegetables","whole milk","specialty bar","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,1.3,8,"other vegetables","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,3.1,47,"bottled beer","chocolate","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,5.3,73,"whole milk","pastry","flour","salt","vinegar",,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,4.5,48,"meat","turkey","citrus fruit","tropical fruit","herbs","other vegetables","frozen meals","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3293,3.1,47,"bottled water","soda","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,4.1,73,"pastry","syrup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,11.5,19,"sausage","whole milk","yogurt","sliced cheese","rolls/buns","coffee","soda","canned beer","specialty bar",,,,,,,,,,,,,,,,,,,,,,,
3296,3,41,"pork","pip fruit","other vegetables","butter","rice","margarine","soda","waffles","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3298,1.3,8,"other vegetables","pet care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,6,23,"pip fruit","whole milk","domestic eggs","margarine","soda","chocolate","napkins",,,,,,,,,,,,,,,,,,,,,,,,,
3303,5.3,73,"whole milk","pastry","vinegar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,4.9,38,"tropical fruit","grapes","onions","other vegetables","yogurt","domestic eggs","oil","pudding powder","pickled vegetables","salty snack","waffles","specialty bar",,,,,,,,,,,,,,,,,,,,
3308,9.4,21,"meat","root vegetables","whole milk","yogurt","whipped/sour cream","domestic eggs","seasonal products","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3309,5.1,47,"meat","whipped/sour cream","coffee","chewing gum","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,6.7,3,"pork","root vegetables","cream cheese ","frozen fish","flour","sugar","decalcifier","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3311,2.2,74,"rolls/buns","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,1.4,10,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,18.6,73,"organic sausage","citrus fruit","whole milk","whipped/sour cream","hard cheese","rolls/buns","pastry","bottled beer","long life bakery product","detergent","napkins","house keeping products","candles",,,,,,,,,,,,,,,,,,,
3318,11.9,73,"organic sausage","pip fruit","root vegetables","other vegetables","pastry","salty snack","dishes",,,,,,,,,,,,,,,,,,,,,,,,,
3319,13.8,73,"tropical fruit","pip fruit","other vegetables","whole milk","ice cream","pastry","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,
3320,3.1,50,"chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,3.3,30,"frankfurter","root vegetables","packaged fruit/vegetables","soda","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,13.3,73,"citrus fruit","tropical fruit","pip fruit","yogurt","pastry","margarine","cat food","pet care","bottled water","chocolate","specialty bar","dental care","napkins",,,,,,,,,,,,,,,,,,,
3326,3.1,39,"brown bread","bottled water","soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,5.1,26,"ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,2.2,69,"processed cheese","rolls/buns","detergent","dish cleaner","flower soil/fertilizer",,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,9.7,8,"chicken","tropical fruit","pip fruit","other vegetables","whole milk","whipped/sour cream","frozen vegetables","coffee",,,,,,,,,,,,,,,,,,,,,,,,
3331,5.6,54,"tropical fruit","other vegetables","rolls/buns","white bread","bottled beer","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,
3332,2.6,55,"whole milk","pickled vegetables","bottled water","fruit/vegetable juice","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,1.1,2,"citrus fruit","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,10.2,22,"sausage","finished products","beef","citrus fruit","onions","other vegetables","whole milk","dessert","frozen dessert","brown bread","canned vegetables","canned fruit","soda",,,,,,,,,,,,,,,,,,,
3336,7.9,21,"sausage","other vegetables","semi-finished bread","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,8.4,9,"pip fruit","rolls/buns","bottled water","soda","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,1.3,8,"other vegetables","misc. beverages","fruit/vegetable juice","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,10.1,10,"sausage","other vegetables","spread cheese","rolls/buns","soda","salty snack","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,
3340,8.4,16,"tropical fruit","whole milk","ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,4.1,73,"pastry","sugar","coffee","liquor (appetizer)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,10.2,13,"ham","meat","whole milk","dessert","butter milk","whipped/sour cream","sliced cheese","rolls/buns","soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,
3345,9.8,5,"sausage","pork","tropical fruit","other vegetables","yogurt","bottled beer","red/blush wine","dishes",,,,,,,,,,,,,,,,,,,,,,,,
3347,4.9,35,"frankfurter","sausage","ham","hard cheese","processed cheese",,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,1.4,10,"bottled water","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,1.3,8,"other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,1.4,10,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,6.7,20,"berries","root vegetables","packaged fruit/vegetables","whipped/sour cream","UHT-milk","instant coffee",,,,,,,,,,,,,,,,,,,,,,,,,,
3355,4.3,30,"pork","packaged fruit/vegetables","whole milk","white bread","liquor","chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,,,,
3356,5.2,57,"frankfurter","root vegetables","butter milk","rolls/buns","semi-finished bread","ready soups","bottled water","misc. beverages","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3357,1.4,10,"bottled water","misc. beverages","liquor","chewing gum",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,8.5,16,"tropical fruit","other vegetables","whipped/sour cream","white bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,1.7,55,"pip fruit","white bread","coffee","soda","fruit/vegetable juice","bottled beer","sparkling wine",,,,,,,,,,,,,,,,,,,,,,,,,
3360,9.3,73,"tropical fruit","UHT-milk","pastry","chocolate","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3363,1.7,56,"spread cheese","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,11.5,15,"pork","tropical fruit","herbs","whole milk","ice cream","chocolate marshmallow","candy","toilet cleaner","dental care",,,,,,,,,,,,,,,,,,,,,,,
3366,1.4,10,"pork","bottled water","rum","white wine","flower (seeds)",,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,1.7,75,"beverages","frozen vegetables","coffee","soda","fruit/vegetable juice","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3368,7,18,"sausage","beef","tropical fruit","onions","frozen vegetables","domestic eggs","white bread","semi-finished bread","sugar","baking powder","canned fish","coffee","seasonal products",,,,,,,,,,,,,,,,,,,
3369,8.7,17,"tropical fruit","yogurt","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,1.7,53,"soda","salty snack","specialty bar","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,5.8,75,"ham","hamburger meat","whole milk","yogurt","domestic eggs","white bread","Instant food products","chocolate",,,,,,,,,,,,,,,,,,,,,,,,
3374,4.1,73,"UHT-milk","pastry","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,6.1,13,"sausage","pip fruit","whole milk","sliced cheese","frozen vegetables","frozen meals","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3379,1.7,56,"soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,7.3,17,"other vegetables","yogurt","soft cheese","domestic eggs","brown bread","roll products ","cat food","coffee","bottled water","canned beer","specialty chocolate","specialty bar","detergent","softener","napkins","shopping bags",,,,,,,,,,,,,,,,
3382,6.7,16,"chicken","root vegetables","whole milk","butter milk","rolls/buns","soda","dish cleaner","baby cosmetics","kitchen towels",,,,,,,,,,,,,,,,,,,,,,,
3383,2.7,75,"other vegetables","coffee","bottled water","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,8.4,7,"sausage","pork","other vegetables","rolls/buns","pickled vegetables","specialty bar","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3385,7.2,73,"pastry","chocolate","candles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,2.2,70,"rolls/buns","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,6.8,16,"chicken","whipped/sour cream","ice cream","frozen potato products","soda","candy","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3389,4.8,31,"berries","soda","long life bakery product","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,17.1,73,"frankfurter","chicken","tropical fruit","pip fruit","root vegetables","other vegetables","whole milk","yogurt","domestic eggs","rolls/buns","pastry","oil","bottled water","soda","canned beer","shopping bags",,,,,,,,,,,,,,,,
3391,2.7,64,"whole milk","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,2.7,66,"pip fruit","berries","whole milk","yogurt","hard cheese","frozen vegetables","popcorn",,,,,,,,,,,,,,,,,,,,,,,,,
3393,1.7,52,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,1.7,75,"soda","fruit/vegetable juice","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,8.3,24,"yogurt","ice cream","soda","long life bakery product","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,8,2,"pork","root vegetables","other vegetables","dessert","condensed milk","hard cheese","specialty cheese","frozen vegetables","ice cream","pickled vegetables","canned fish","cat food","salty snack","nut snack","waffles","seasonal products",,,,,,,,,,,,,,,,
3401,3.6,36,"rolls/buns","pickled vegetables","coffee","bottled water","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,6,10,"frankfurter","tropical fruit","domestic eggs","rolls/buns","soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,
3403,8.8,3,"sausage","hamburger meat","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,2.6,59,"whole milk","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,2.6,70,"pork","whole milk","dessert","frozen vegetables","bottled water","cleaner",,,,,,,,,,,,,,,,,,,,,,,,,,
3406,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,1.4,10,"bottled water","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,5.2,73,"citrus fruit","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,2.8,27,"meat","root vegetables","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,10.4,13,"sausage","tropical fruit","berries","whole milk","butter","rolls/buns","roll products ","vinegar","sugar","jam","candles",,,,,,,,,,,,,,,,,,,,,
3412,8,73,"berries","rolls/buns","pastry","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,4.7,40,"chicken","citrus fruit","rolls/buns","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,7.8,2,"whole milk","dessert","yogurt","whipped/sour cream","specialty cheese","kitchen towels",,,,,,,,,,,,,,,,,,,,,,,,,,
3416,2.2,74,"rolls/buns","oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,4.6,50,"citrus fruit","other vegetables","butter","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,1.3,8,"beef","other vegetables","canned fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,1.5,56,"yogurt","brown bread","margarine","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,1.2,5,"meat","whole milk","specialty cheese","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,4.1,73,"pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,3.5,42,"other vegetables","rolls/buns","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,3.1,26,"waffles","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,3.4,50,"tropical fruit","other vegetables","skin care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,6.3,8,"whole milk","whipped/sour cream","fruit/vegetable juice","canned beer","salty snack","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,
3431,1.7,63,"soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,3.9,33,"meat","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,2.2,69,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,1.2,5,"frankfurter","whole milk","frozen vegetables","frozen fish","cling film/bags","house keeping products","flower (seeds)","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3436,4.8,33,"soda","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,6.3,8,"pip fruit","whole milk","butter","cream cheese ","domestic eggs","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3438,2.2,74,"rolls/buns","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,2.2,57,"onions","mayonnaise","rolls/buns","mustard","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,1.2,5,"whole milk","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,7.2,73,"pastry","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,9.8,22,"ham","chicken","citrus fruit","tropical fruit","yogurt","whipped/sour cream","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,
3443,4.5,45,"root vegetables","whole milk","soda","detergent","softener","dish cleaner","photo/film",,,,,,,,,,,,,,,,,,,,,,,,,
3445,3.1,44,"bottled beer","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,4.8,50,"dessert","frozen meals","frozen dessert","white bread","brown bread","soda","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,
3448,3.9,37,"chicken","pork","frozen vegetables","frozen meals","rolls/buns","soda","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,
3449,6.3,13,"whole milk","cream cheese ","brown bread","misc. beverages","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,4.5,28,"pork","other vegetables","butter milk","yogurt","pasta","soda","waffles","photo/film",,,,,,,,,,,,,,,,,,,,,,,,
3452,1.7,66,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,1.5,66,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,3.8,38,"citrus fruit","whole milk","yogurt","sliced cheese","brown bread","margarine","dog food","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3455,1.7,58,"soda","bottled beer","liquor","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,10.4,11,"frankfurter","berries","whipped/sour cream","domestic eggs","rolls/buns","cooking chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,
3457,5.1,29,"ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,1.3,8,"other vegetables","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,8.3,16,"yogurt","whipped/sour cream","frozen vegetables","salt","pasta","baking powder","soda","misc. beverages","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,
3464,1.6,74,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,1.4,10,"chicken","brown bread","bottled water","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,16.1,26,"other vegetables","whole milk","butter milk","yogurt","cream cheese ","domestic eggs","rolls/buns","brown bread","soda","fruit/vegetable juice","canned beer","red/blush wine","long life bakery product","chocolate","shopping bags",,,,,,,,,,,,,,,,,
3468,2.7,70,"hamburger meat","whole milk","yogurt","soft cheese","frozen potato products","pasta","canned vegetables","fruit/vegetable juice","popcorn",,,,,,,,,,,,,,,,,,,,,,,
3469,5.3,73,"hamburger meat","whole milk","mayonnaise","pastry","Instant food products",,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,12.1,19,"sausage","tropical fruit","whole milk","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,4.1,73,"pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,1.6,71,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,1.7,68,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,12.2,25,"citrus fruit","tropical fruit","herbs","other vegetables","whole milk","whipped/sour cream","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,
3476,7.8,22,"sausage","whole milk","condensed milk","canned fish","soda","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,
3477,1.7,66,"condensed milk","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,1.7,58,"frozen meals","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,1.4,10,"beef","berries","dessert","bottled water","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,1.7,58,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,4.9,45,"sausage","butter milk","pet care","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,1.5,75,"pip fruit","yogurt","frozen vegetables","domestic eggs","white bread","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,,
3487,1.2,5,"whole milk","sugar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,5.2,66,"tropical fruit","frozen meals","frozen fish","salty snack","long life bakery product","chocolate","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,
3490,4.3,34,"ham","root vegetables","whole milk","curd","yogurt","frozen meals","domestic eggs","white bread","roll products ","flour","pasta","sugar","meat spreads","chewing gum",,,,,,,,,,,,,,,,,,
3491,6.3,22,"pip fruit","whole milk","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,8.3,25,"sausage","tropical fruit","nuts/prunes","other vegetables","curd",,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,8.2,12,"dessert","UHT-milk","cream cheese ","domestic eggs","brown bread","coffee","bottled water","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3495,8.6,10,"tropical fruit","nuts/prunes","root vegetables","whole milk","yogurt","rolls/buns","waffles","napkins","newspapers",,,,,,,,,,,,,,,,,,,,,,,
3496,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,4.9,38,"sausage","margarine","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,8.9,73,"pip fruit","berries","root vegetables","yogurt","soft cheese","hard cheese","frozen meals","frozen fish","frozen dessert","white bread","pastry","pasta","cereals","soda","long life bakery product","cake bar","detergent",,,,,,,,,,,,,,,
3501,12,2,"sausage","turkey","hamburger meat","grapes","other vegetables","whole milk","curd","dessert","yogurt","soft cheese","frozen vegetables","coffee","long life bakery product","chocolate marshmallow",,,,,,,,,,,,,,,,,,
3502,4.8,30,"soda","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,6.1,15,"beef","citrus fruit","tropical fruit","root vegetables","other vegetables","pickled vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,
3504,6.8,24,"whipped/sour cream","dog food","soda","fruit/vegetable juice","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,1.6,71,"root vegetables","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,6.8,73,"hamburger meat","packaged fruit/vegetables","whole milk","curd","yogurt","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,
3507,1.1,2,"meat","beef","citrus fruit","pip fruit","canned beer","chewing gum","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3508,12,4,"tropical fruit","nuts/prunes","whole milk","cream cheese ","domestic eggs","rolls/buns","white bread","flour","margarine","cat food","bottled water","bottled beer","softener","hygiene articles","napkins",,,,,,,,,,,,,,,,,
3509,7.6,18,"sausage","pip fruit","whole milk","butter","yogurt","dish cleaner",,,,,,,,,,,,,,,,,,,,,,,,,,
3510,8,22,"sausage","hamburger meat","chocolate","detergent",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,1.5,53,"yogurt","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,3.1,29,"white bread","chocolate","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,4.9,42,"sausage","white wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
